,Start date,Start station number,End station number,Bike model,Total duration (m),Start time,start_coordinates,end_coordinates,public_transport,cycling
947,20250131,10629,961,CLASSIC,17,2151,"51.499169,-0.055846029","51.50368837,-0.098497684",25.0,13.0
948,20250131,200021,1031,CLASSIC,1,2152,"51.504719,-0.063531","51.507131,-0.06691",4.0,1.0
949,20250131,200230,200247,CLASSIC,5,2152,"51.525501,-0.032267204","51.528869,-0.047548",16.0,8.0
950,20250131,991,200032,PBSC_EBIKE,15,2150,"51.51159481,-0.077121322","51.483145,-0.113134",30.0,22.0
951,20250131,3446,200142,CLASSIC,9,2150,"51.50173726,-0.184980612","51.493267,-0.21985",16.0,10.0
952,20250131,960,200149,PBSC_EBIKE,8,2150,"51.50462759,-0.091773776","51.511542,-0.056667",23.0,13.0
953,20250131,300014,200077,CLASSIC,5,2150,"51.46663393,-0.169821175","51.47287627,-0.176267008",14.0,3.0
954,20250131,22158,300079,PBSC_EBIKE,8,2151,"51.496468,-0.17379696","51.515117,-0.17371276",29.0,10.0
955,20250131,1000,300242,PBSC_EBIKE,63,2150,"51.48591714,-0.124469948","51.496863,-0.1429434",18.0,10.0
956,20250131,200190,300073,CLASSIC,2,2150,"51.47761941,-0.149551631","51.47515398,-0.159169801",11.0,2.0
957,20250131,1127,22171,CLASSIC,14,2149,"51.5333196,-0.1117811999999958","51.51824,-0.11655",24.0,7.0
958,20250131,2683,1044,CLASSIC,33,2149,"51.49188409,-0.125674815","51.51573534,-0.093080779",40.0,17.0
959,20250131,200184,300087,CLASSIC,3,2149,"51.47946386,-0.195777222","51.47514228,-0.187278987",12.0,3.0
960,20250131,2679,22169,CLASSIC,17,2149,"51.498585,-0.068981764","51.524564,-0.116279",37.0,21.0
961,20250131,1000,200211,CLASSIC,13,2149,"51.48591714,-0.124469948","51.472993,-0.133972",13.0,11.0
962,20250131,3452,1081,CLASSIC,28,2148,"51.50963938,-0.131510949","51.53450449,-0.106992706",31.0,17.0
963,20250131,1160,300211,PBSC_EBIKE,24,2148,"51.50810309,-0.12602103","51.5293,-0.12827903",25.0,13.0
964,20250131,3445,200112,CLASSIC,20,2148,"51.5263778,-0.078130921","51.54211855,-0.028941601",32.0,18.0
965,20250131,300207,300209,CLASSIC,5,2148,"51.464995,-0.13090885","51.4765900593,-0.118256789081",16.0,9.0
966,20250131,1127,22171,CLASSIC,14,2148,"51.5333196,-0.1117811999999958","51.51824,-0.11655",25.0,7.0
967,20250131,3446,1107,CLASSIC,10,2148,"51.50173726,-0.184980612","51.49418566,-0.18267094",6.0,3.0
968,20250131,200136,300241,CLASSIC,58,2148,"51.514767,-0.225787","51.5372406,-0.1248074000000087",47.0,44.0
969,20250131,3452,300031,CLASSIC,22,2149,"51.50963938,-0.131510949","51.53638435,-0.102757578",32.0,19.0
970,20250131,3482,1064,CLASSIC,20,2147,"51.52200801,-0.151359288","51.525615,-0.0885326000000077",33.0,25.0
971,20250131,1107,300058,CLASSIC,5,2147,"51.49418566,-0.18267094","51.48512191,-0.174971902",14.0,4.0
972,20250131,300015,300229,CLASSIC,3,2147,"51.47250956,-0.122831913","51.469202,-0.11902256",6.0,2.0
973,20250131,300222,2701,CLASSIC,9,2147,"51.518093,-0.0914017","51.528187,-0.075375",21.0,10.0
974,20250131,1127,22171,CLASSIC,15,2147,"51.5333196,-0.1117811999999958","51.51824,-0.11655",25.0,7.0
975,20250131,1078,1121,PBSC_EBIKE,25,2148,"51.49488108,-0.117974901","51.49586666,-0.191933711",42.0,28.0
976,20250131,1004,200072,PBSC_EBIKE,20,2147,"51.5288338,-0.132250369","51.514449,-0.077178979",30.0,22.0
977,20250131,1220,300077,PBSC_EBIKE,17,2147,"51.49942855,-0.179702476","51.46745485,-0.172293499",33.0,15.0
978,20250131,200037,200123,CLASSIC,5,2146,"51.518369,-0.043371","51.516196,-0.029138",10.0,4.0
979,20250131,200148,22178,CLASSIC,26,2146,"51.520019,-0.05438","51.513757,-0.020467",22.0,12.0
980,20250131,200148,22178,CLASSIC,26,2146,"51.520019,-0.05438","51.513757,-0.020467",22.0,12.0
981,20250131,200240,300063,PBSC_EBIKE,12,2146,"51.464019,-0.11578197","51.48224,-0.0942844",23.0,12.0
982,20250131,1006,3439,CLASSIC,8,2147,"51.51863,-0.1326763000000141","51.5262503,-0.123509611",22.0,5.0
983,20250131,300031,200017,CLASSIC,41,2147,"51.53638435,-0.102757578","51.511654,-0.179668",39.0,29.0
984,20250131,1225,300097,CLASSIC,21,2145,"51.517703,-0.154106","51.491026,-0.209121",44.0,25.0
985,20250131,972,300235,CLASSIC,12,2145,"51.52554222,-0.138231303","51.541596,-0.12544145",18.0,13.0
986,20250131,3428,200105,CLASSIC,11,2145,"51.5341235,-0.129386874","51.541603,-0.138853",8.0,4.0
